id,abbreviation,name,type
7034,Elena Trevisanato Onlus Foundation,Elena Trevisanato Onlus Foundation,Private organization/foundation
739,EGEDPEM,El Ghad Essihi pour le Développement et la Protection de l'Environnement en Mauritanie,NGO
7170,GPD,ELgofran for Peace and Development,NGO
6761,H.CH,El Hadra Charity Organization,NGO
7451,Elhayat,Elhayat Dernegi,NGO
5903,ECO,Elhuda Charity Organization,NGO
207,Eli Lilly ,Eli Lilly,Private organization/foundation
2201,ELIMU,ELIMU,NGO
8133,EliseCare,EliseCare,NGO
8920,ECO,Elite Centrafricain Oriental,NGO
10119,ERS,Elite Relief Society,NGO
11558,JUSUGE, El Junquito y su Gente,NGO
11066,EMF,El-Kanemi Memorial Foundation,NGO
7028,ESOCD,Elkhair Source Organization for Community Development,NGO
1005,EPHRC,Elman Peace and Human Rights Organization,NGO
11571,ELMA,ELMA Relief Foundation,Private organization/foundation
2833,El Obeid,El Obeid,NGO
11410,ELRHA,ELRHA,Private organization/foundation
1550,RODHA,El Ruhama Organization for Development and Humanitarian Aid,NGO
3796,El Salvador,"El Salvador, Government of",Government
7832,SFDH,Elshera for Development,NGO
3032,ESCO,Elsugya Charity Organization,NGO
6840,Elvelah,El velah,NGO
7384,WMRH,El-Wafa Rehabilitation Hospital,NGO
5136,WSCR,El Wedad Society for Community Rehabilitation,NGO
8971,ESA,Emaar Alsham Humanitarian Association,NGO
7223,EMAAR,Emaar for Development and Rehabilitation,NGO
3320,EMC Corporation,EMC Corporation,Private organization/foundation
5413,"EMCOR Group, Inc","EMCOR Group, Inc",Private organization/foundation
8299,ESAD,Emdad Social Association for Development,NGO
8968,ERD,Emel Organization for Relief and Development,NGO
6702,ERCA,Emergencia RCA,NGO
2853,EUE,Emergencies Unit for Ethiopia,UN agency
4064,Em-Ac,Emergency Action Uganda,NGO
4170,EA,Emergency Architects,Private organization/foundation
8071,Eden,Emergency Development Network,NGO
5339,EGO,Emergency Group organization,NGO
7351,EMERGENCY,EMERGENCY - Life Support for Civilian War Victims ONG Onlus,NGO
9249,EMCAP,Emergency Medical Care for Affected People,NGO
57,ENN,Emergency Nutrition Network,NGO
377,Emergency ONG,Emergency ONG,NGO
3025,EOGC,Emergency Organization Group Copenhagen,NGO
163,EPAG-K,Emergency Pastoralist Assistance Group,NGO
7169,EPRT Jos,Emergency Preparedness and Response Training,NGO
3060,ERDO,Emergency Relief and Development Organization,NGO
1910,ERI,Emergency Relief International,NGO
1153,ERRADA,"Emergency Relief, Rehabilitation and Development Agency",NGO
10607,ERDI,Emergency Response and Development Initiative,NGO
8734,ERCI,Emergency Response Centre International,NGO
10928,ES,Emergenza Sorrisi,NGO
9539,Emmanuel,"Emmanuel Charity Association, International Public Organization",NGO
4727,EI,Emmanuel International,Private organization/foundation
2450,EIC,Emmanuel International of Canada,Private organization/foundation
2411,Emmaüs International,Emmaüs International,NGO
10628,EFA,Empathy Foundation for Africa,NGO
6728,E54,Empower54,NGO
6214,EA,Empower Africa,NGO
8929,EVOSS,Empowering Vulnerable People of South Sudan,NGO
6781,EVSO,Empowering Vulnerable Society Organization,NGO
10510,EK - SS,Empower Kids - South Sudan,NGO
7482,ECW,Empowerment Center for Women,NGO
10868,ECOCAM,Empowerment Corner Cameroon,NGO
11907,EYA,Empower Youth Africa - EYA,NGO
4017,ESF,Empress Shoken Fund,Private organization/foundation
8031,EF,Enayah Foundation,NGO
6922,ENDA,ENDA Mali,NGO
2101,ENDESA,ENDESA Group,Private organization/foundation
4619,ERRA,Energy Regulators Regional Association,Private organization/foundation
1908,EMSF,Enfance Meurtrie sans Frontiéres,NGO
5218,Enfance Tiers Monde asbl,Enfance Tiers Monde asbl,NGO
2841,Enfants de Cusco,Enfants de Cusco,NGO
4648,Enfants des rizières,Enfants des rizières,NGO
3185,EDM,Enfants du Monde,NGO
3496,EMDH,Enfants du Monde - Droits de l'Homme,NGO
2413,E&D,Enfants et Développement,NGO
2860,ERM,Enfants Refugies du Monde,NGO
1168,ESF,Enfants sans Frontières,NGO
11465,ENPAK,Engagement Participation Kapasite,NGO
6404,EWB,Engineers Without Borders,NGO
3416,Eng Oppen Hand fir Malawi,Eng Oppen Hand fir Malawi,NGO
5399,Enhanced Online News,Enhanced Online News,Private organization/foundation
8032,EFD,Enjaz foundation for development,NGO
7721,ENM,Enma Foundation,NGO
1255,ECAC,Enseignement Catholique Associé de Centrafrique,NGO
381,ECPM,Ensemble Contre la Peine de Mort,NGO
6037,ESD,Ensemble pour la Solidarité et le Développement,NGO
10811,EAM CI GABA,Ensemble pour un Avenir Meilleur,NGO
6842,ENGIM,Ente Nazionale Giuseppini del Murialdo,NGO
5521,Hope for Haiti Now,Entertainment Industry Foundation (Hope for Haiti Now),Private organization/foundation
8412,Entraid,Entraid (Association Internationale Humanitaire),NGO
11464,EMI,Entraide Medicale Internationale,NGO
4971,Entrepreneurs du Monde,Entrepreneurs du Monde,NGO
8346,EORD,Entrepreneurs Organization for Relief and Development,NGO
10247,Entrompe de Falopio,Entrompe de Falopio,Other
3871,EAFRICA,Environment Africa,NGO
7491,ECCA,Environmental Camps for Conservation Awareness,NGO
9557,ECF,Environmental Care Foundation,NGO
3936,ECO,Environmental Concern Organization,NGO
10170,EHAPO,Environmental Humanitarian Aid Protection Organization,NGO
1250,EnvI,Environmental Initiative Organization for Sustainable Development,NGO
10819,EPDA Cameroon,Environmental Protection and Development Association,NGO
9610,ERP,Environmental Rehabilitation Program,NGO
6550,ERI,Environmental Resources Institute Pvt Ltd,Private organization/foundation
6556,ENPHO,Environment and Public Health Organization,NGO
11893,ECO Moçambique,Environment Childhood Organization Moçambique,NGO
2852,EPS,Environment Protection Society,NGO
8223,"Support environment problem with research,debates, communities mobilization and advocacy",Environnement et Société Cameroun,Private organization/foundation
4215,EO,EO Metterdaad,Private organization/foundation
3442,EPER,EPER - Swiss Church Aid,Private organization/foundation
7966,EOT,Ephphatha - Ouvre toi,NGO
2293,EPI-Center,EPI-Center,Private organization/foundation
6575,ECS Rumbek,"Episcopal Church of Sudan, Diocese of Rumbek",NGO
2013,ECS,Episcopal Church of Sudan (part of the Anglican Communion),NGO
4038,ECP,"Episcopal Conference, Peru",Private organization/foundation
9867,EDA,Episcopal Development Aid,NGO
7753,EDA,Episcopal Diocese of Ayod,NGO
1306,ERD,Episcopal Relief and Development,NGO
2391,EPRO,EPRO,NGO
1736,EP-Team,EP-Team,Private organization/foundation
8185,EAC,Equal Access Cameroon,NGO
6419,EP,Equate Petrochemical,Private organization/foundation
296,Equatorial Guinea,"Equatorial Guinea, Government of",Government
1067,ERADA,Equatoria Rehabilitation and Development Association,NGO
4574,Equilibre,Equilibre,NGO
11476,EQUINOR,EQUINOR,Private organization/foundation
9534,ERADD,Equipe de Recherche-Actions pour le Développement Durable,NGO
3123,ESDIHB,Equipe de soutien au développement intégral humanitaire et de la biodiversité (ESDIHB),NGO
2743,EQUIP Liberia,EQUIP Liberia,NGO
11183,EFIP,"Equipo de Formación, Información y Publicaciones",Private organization/foundation
10177,EDEPA,Equipo de Proyectos y Asesoria Social A.C.,NGO
3655,EQUITAS,EQUITAS - International Centre for Human Rights Education,NGO
2855,ERC,ERC,NGO
1326,ERF Recipients,ERF Recipients,NGO
2218,ERIC,ERIC,NGO
1758,Ericsson,Ericsson,Private organization/foundation
3205,Erika Weissenböck,Erika Weissenböck,Private organization/foundation
4637,"Erikshjälpen, Sweden","Erikshjälpen, Sweden",NGO
3192,ERI,"Eritrea, Government of",Government
1274,EESG,Eritree Ecological Support Group,NGO
4718,ESF,Ernesto Sabato Foundation,Private organization/foundation
9038,ESSA,Ertugrul Social Solidarity Association,NGO
10840,CAWI,ERuDeF Centre for the Advancement of Women's Initiatives,NGO
10307,EFB Lara,Escola de Futebol Beira Lara,NGO
9311,ESDF,Eseham Social Development Foundation,NGO
3014,Espana con ACNUR,Espana con ACNUR,Private organization/foundation
3434,ESPE,ESPE,Private organization/foundation
7009,EP,Espérance,NGO
568,EIF,Esperanza International Foundation,Private organization/foundation
7021,EECA,Espoir des Enfants de Centrafrique,NGO
11776,ECA,Esprit Cœur Actions,NGO
9806,Estijabah Network,Estijabah Network for Humanitarian Aid and Relief,NGO
3003,Estonia,"Estonia, Government of",Government
4632,EPSA,Estonian Public Service Academy,Private organization/foundation
3098,ERC,Estonian Refugee Council,NGO
8914,ESPT,Estonian Science Park Tehnopol,Private organization/foundation
4514,Estonia RC,Estonia Red Cross,Red Cross/Red Crescent
6137,ETANA Press,ETANA Press,NGO
1573,Ethiopia,"Ethiopia, Government of",Government
7874,Ethiopia Humanitarian Fund,Ethiopia Humanitarian Fund,Pooled fund
9453,EECMY-DASSC,Ethiopian Evangelical Church Mekane Yesus Development and Social Services Commission,NGO
3860,EMRDA,Ethiopian Muslims Relief and Development Association,Private organization/foundation
4425,Ethiopia RC,Ethiopian Red Cross Society,Red Cross/Red Crescent
3222,EBF,Eugene Bell Foundation,Private organization/foundation
4230,EURASIA FOUNDATION,EURASIA FOUNDATION,Private organization/foundation
6936,EU Madad Fund,EU Regional Trust Fund in Response to the Syrian Crisis (Madad Fund),Inter-governmental
1512,Eurest Personalrestauranter AS,Eurest Personalrestauranter AS,NGO
710,EMHRF,Euro-Mediterranean Foundation of Support to Human Rights Defenders,Private organization/foundation
4498,EuronAid,EuronAid,NGO
8557,EAR,European Agency for Reconstruction,Inter-governmental
149,ECCG/CG,European Centre for Common Ground/Common Ground,NGO
3830,ECCP,European Centre for Conflict Prevention,NGO
8623,ECDC,European Centre for Disease Prevention and Control,Inter-governmental
1896,ECT,European Children's Trust,NGO
2966,EC,European Commission,Inter-governmental
8421,EU/CCPM,European Commission Civil Protection Mechanism,Inter-governmental
8577,EC DG1,European Commission DG1,Inter-governmental
8525,EC DG-RELEX,European Commission Directorate-General External Relations,Inter-governmental
8556,EC DG-DEV,European Commission Directorate General for Development,Inter-governmental
8650,EU - FRiT,European Commission - EU Facility for Refugees in Turkey,Inter-governmental
8524,EuropeAid DEVCO,European Commission EuropeAid Development and Cooperation,Inter-governmental
8514,ECRRM,European Commission Rapid Reaction Mechanism,Inter-governmental
8523,ECHO,European Commission's Humanitarian Aid and Civil Protection Department,Inter-governmental
734,EGAM,European Grassroots Antiracist Movement,NGO
8541,EIB,European Investment Bank,Inter-governmental
8086,EMC - NSF,European Meeting Centre - Nowy Staw Foundation,Private organization/foundation
3815,European Perspective,European Perspective,NGO
951,ETTC,European Technology and Training Centre,NGO
8469,EUBAM,European Union Border Assistance Mission,Inter-governmental
6789,Bekou,European Union trust fund Bekou in CAR,Other
8602,EUSR,EU Special Representative,Inter-governmental
9452,EASS,Evangelical Alliance of South Sudan,NGO
3901,ECREP,Evangelical Children Rehabilitation Programme,NGO
3793,EDP,Evangelical Development Programme,NGO
4739,EFICOR,Evangelical Fellowship of India Commission on Relief,NGO
4694,EF Zambia,Evangelical Fellowship of Zambia,Private organization/foundation
10854,EF Zimbabwe,Evangelical Fellowship of Zimbabwe,NGO
9816,ELCA,Evangelical Lutheran Church in America,NGO
6576,EPC Sudan,Evangelical Presbyterian Church of Sudan,NGO
11541,EJW,Evangelical youth organization in Württemberg,Other
9888,EMW,Evangelisches Missionswerk in Deutschland,Private organization/foundation
6902,EWDE,Evangelisches Werk für Diakonie und Entwicklung e.V.,NGO
848,EOWD,EVE Organization for Women Development,NGO
9655,EVAD,Evident Action for Development,NGO
4427,Ev. Zentralstelle e.V.,Ev. Zentralstelle e.V.,NGO
9231,EDCO,Ewa wa Daw Charitable Organization,NGO
168,Exactmobile (South Africa),Exactmobile (South Africa),Private organization/foundation
1763,Excelon,Excelon Corporation,Private organization/foundation
9413,Exci,Excelsior Consulting,Private organization/foundation
707,EXU,Executive Unit for IDPs,NGO
3531,EXNORA,EXNORA,NGO
11206,Éxodo,Éxodo Asociación Civil,NGO
9376,EF,Expertise France,Government
936,ECA,Experts Comptables Associés,Private organization/foundation
5542,ExxonMobil,ExxonMobil,Private organization/foundation
7301,Save Vision,Eye Society for Visually Impaired Rehabilitation and Prevention of Blindness,NGO
5895,EWO,Eyes Wide Open International,NGO
6494,EBC,Eyoon Organization for Blind Care,NGO
7111,EFO,Ezidi Fraternity Organization,NGO
9368,EZINGO MPTF,EZINGO Central African Republic Multi-Partner Trust Fund,UN agency
9219,Facebook,Facebook,Private organization/foundation
8948,FACE South Sudan,Facilitating Action for Community Empowerment,NGO
9725,FACT,FACT International South Sudan,NGO
2850,Fact Mutare,Fact Mutare,NGO
2464,Faeroe Islands,"Faeroe Islands, Government of",Government
2811,FAFO,FAFO,NGO
3323,Faire Face,Faire Face,NGO
1590,FAIRMED,FAIRMED Foundation,NGO
5633,Fairmount Minerals Foundation,Fairmount Minerals Foundation,Private organization/foundation
9327,FTL,Fair Trade Lebanon,NGO
11078,FES,Faisal Educational Society,NGO
9040,FBDI,Faith-Based Development Initiative,NGO
10808,FACAF,Faith Charity Foundation,NGO
11636,FIN,Faith in Action,NGO
11017,FBA,Famia Planea Aruba,Inter-governmental
6195,FIDEH,Famille Interne pour le Développement des Enfants d'Haiti,NGO
9356,FAEN,Famille pour l'Assistance aux Enfants Naturels,NGO
412,FCI,Family Care International,NGO
3488,FCMC,Family Care Medical Centre,NGO
2014,FCO,Family Charitable Organisation,NGO
9517,FDS,Family Defense Society,NGO
4407,FERO,Family Empowerment and Relief Organisation,NGO
4279,FHI 360,Family Health International - FHI 360,NGO
2132,FOMI,"Family Outreach International, Inc.",NGO
5927,FPOP,Family Planning Organization of the Philippines,NGO
7918,FAD,Family Social Association for Development,NGO
4868,FST,Family Support Trust,NGO
6257,FEWS NET,Famine Early Warning Sytem,Private organization/foundation
989,FCDI,Fangak Community Development Initiative,NGO
9963,FRD,Farah Organization,NGO
8718,Fard,Fard Foundation,NGO
4945,FAREM,FAREM,Private organization/foundation
6874,FAFD,Fares Al Arab for Development and Charity Works,NGO
1132,FF,Farjano Foundation,NGO
2815,FARM Africa,FARM Africa,NGO
1393,FA,Farm Africa Uganda,NGO
1984,FCTZ,Farm Community Trust of Zimbabwe,NGO
3683,FACHIG,Farmer's Association of Community Self-Help Investment Groups,NGO
6412,FDO,Farmers Development Organization,NGO
5611,Farmers Insurance,Farmers Insurance,Private organization/foundation
6356,FIDA,Farmers Integrated Development Association,NGO
6045,FLDA,Farmer's Life Development Agency,NGO
10901,FAHP,Farming and Animal Husbandry Project,NGO
1292,FOST,Farm Orphan Support Trust of Zimbabwe,NGO
11767,FRI/RRI,Farm Radio International / Radios Rurales Internationales,NGO
10273,FSSS,FARM STEW South Sudan,NGO
2431,FARN Foundation,FARN Foundation,Private organization/foundation
8736,Faros,Faros Organizaton,NGO
5954,FRDN,Fasher Rural Development Network,NGO
1869,FYF,Fashoda Youth Forum,NGO
9358,FKRF,Fasiuddin Khan Research Foundation,Private organization/foundation
2526,FRDP,Fast Rural Development Programme,NGO
2974,FDPO,Fathia Development and Peace Organization,NGO
11077,FCA,Fathurahman Charitable Association,NGO
5921,FAFWCO,Fatma Alzhra For Welfare and Childhood Organization,NGO
7314,FAMI,Favour Africa Ministries International,NGO
11470,FIDO,Fayyaa Integrated Development Organization,NGO
9891,Fazaa,Fazaa for Development and Relief,NGO
5811,FTP,Fazilia Trust Pakistan,NGO
5489,FBL,FBL Financial Group,Private organization/foundation
2645,Fe y Alegría,Federación Internacional Fe y Alegría,NGO
9256,FLM,Federación Luterana Mundial (FLM),NGO
11557,FEVESAR,Federación Venezolana de Búsqueda y Rescate,NGO
11587,FEVIC,Federación Venezolana de Instituciones de Ciegos,Other
708,FECACU,"Fédération Centrafricaine des Associations, Centres et Clubs UNESCO",Other
8631,FDTT,Fédération des Diema Tin Tua,NGO
9289,FEPH,Fédération des Ecoles Protestantes d'Haiti,NGO
3119,FOLECO,Federation des ONG laiques à Vocation Economique du Congo,NGO
5184,FHAIPH,Fédération Haitienne des Associations et Institutions des Personnes Handicapées d'Haiti,NGO
8646,FHIDAH,Federation Handicap International. Direction Aide Humanitaire,NGO
2129,FIFA,Federation Internationale de Football Association (FIFA),Private organization/foundation
7843,FAMEC,Fédération Nationale des Agriculteurs et Maraichers de Centrafrique,NGO
6490,FNAPEC,Fédération nationale des associations de parents d'élèves et étudiants de Centrafrique,NGO
9375,FENADEB,Fédération Nationale des Associations Engagées dans le Domaine de l'Enfance au Burundi,NGO
605,FENOP,Fédération nationale des organisations paysannes,NGO
11024,FNJD,Fédération Nationale pour la Jeunesse et le Développement,Private organization/foundation
7201,FEDWASUN,Federation of Drinking Water and Sanitation Users Nepal,NGO
